package,version,date,source,pkg_source,Title,Descp
sjlabelled,1.2.0,2022-04-10,R 4.2.0,CRAN,Labelled Data Utility Functions,"Collection of functions dealing with labelled data, like reading and 
    writing data between R and other statistical software packages like 'SPSS',
    'SAS' or 'Stata', and working with labelled data. This includes easy ways 
    to get, set or change value and variable label attributes, to convert 
    labelled vectors into factors or numeric (and vice versa), or to deal with 
    multiple declared missing values."
sjmisc,2.8.9,2021-12-03,R 4.2.0,CRAN,Data and Variable Transformation Functions,"Collection of miscellaneous utility functions, supporting data 
    transformation tasks like recoding, dichotomizing or grouping variables, 
    setting and replacing missing values. The data transformation functions 
    also support labelled data, and all integrate seamlessly into a 
    'tidyverse'-workflow."
sjPlot,2.8.10,2021-11-26,R 4.2.0,CRAN,Data Visualization for Statistics in Social Science,"Collection of plotting and table output functions for data
    visualization. Results of various statistical analyses (that are commonly used
    in social sciences) can be visualized using this package, including simple and
    cross tabulated frequencies, histograms, box plots, (generalized) linear models,
    mixed effects models, principal component analysis and correlation matrices, 
    cluster analyses, scatter plots, stacked scales, effects plots of regression 
    models (including interaction terms) and much more. This package supports
    labelled data."
sjstats,0.18.1,2021-01-09,R 4.2.0,CRAN,"Collection of Convenient Functions for Common Statistical
Computations","Collection of convenient functions for common statistical computations,
             which are not directly provided by R's base or stats packages.
             This package aims at providing, first, shortcuts for statistical measures, 
             which otherwise could only be calculated with additional effort 
             (like Cramer's V, Phi, or effect size statistics like Eta or Omega squared), 
             or for which currently no functions available. Second, another focus 
             lies on weighted variants of common statistical measures and tests 
             like weighted standard error, mean, t-test, correlation, and more."
skimr,2.1.4,2022-04-15,R 4.2.0,CRAN,Compact and Flexible Summaries of Data,"A simple to use summary function that can be used with pipes
    and displays nicely in the console. The default summary statistics may
    be modified by the user as can the default formatting.  Support for
    data frames and vectors is included, and users can implement their own
    skim methods for specific object types as described in a vignette.
    Default summaries include support for inline spark graphs.
    Instructions for managing these on specific operating systems are
    given in the ""Using skimr"" vignette and the README."
slider,0.2.2,2021-07-01,R 4.2.0,CRAN,Sliding Window Functions,"Provides type-stable rolling window functions over any R data
    type. Cumulative and expanding windows are also supported. For more
    advanced usage, an index can be used as a secondary vector that
    defines how sliding windows are to be created."
slippymath,0.3.1,2019-06-28,R 4.2.0,CRAN,Slippy Map Tile Tools,"Provides functions for performing common tasks when working with
  slippy map tile service APIs e.g. Google maps, Open Street Map, Mapbox, Stamen,
  among others. Functionality includes converting from latitude and longitude to
  tile numbers, determining tile bounding boxes, and compositing tiles to a
  georeferenced raster image."
smbinning,0.9,2019-04-01,R 4.2.0,CRAN,Scoring Modeling and Optimal Binning,"A set of functions to build a scoring model from beginning to end, leading the user
	to follow an efficient and organized development process, reducing significantly the time
	spent on data exploration, variable selection, feature engineering, binning and model selection 
	among other recurrent tasks. 
	The package also incorporates monotonic and customized binning, scaling capabilities that 
	transforms logistic coefficients into points for a better business understanding and 
	calculates and visualizes classic performance metrics of a classification model."
sn,2.0.2,2022-03-08,R 4.2.0,CRAN,"The Skew-Normal and Related Distributions Such as the Skew-t and
the SUN","Build and manipulate probability distributions of the skew-normal 
  family and some related ones, notably the skew-t and the SUN families. 
  For the skew-normal and the skew-t distributions, statistical methods are 
  provided for data fitting and model diagnostics, in the univariate and the 
  multivariate case."
sna,2.6,2020-10-06,R 4.2.0,CRAN,Tools for Social Network Analysis,"A range of tools for social network analysis, including node and graph-level indices, structural distance and covariance methods, structural equivalence detection, network regression, random graph generation, and 2D/3D network visualization."
snakecase,0.11.0,2019-05-25,R 4.2.0,CRAN,Convert Strings into any Case,"A consistent, flexible and easy to use tool to parse and convert strings into cases like snake or camel among others."
SnowballC,0.7.0,2020-04-01,R 4.2.0,CRAN,Snowball Stemmers Based on the C 'libstemmer' UTF-8 Library,"An R interface to the C 'libstemmer' library that implements
  Porter's word stemming algorithm for collapsing words to a common
  root to aid comparison of vocabulary. Currently supported languages are
  Danish, Dutch, English, Finnish, French, German, Hungarian, Italian,
  Norwegian, Portuguese, Romanian, Russian, Spanish, Swedish
  and Turkish."
sodium,1.2.0,2021-10-21,R 4.2.0,CRAN,A Modern and Easy-to-Use Crypto Library,"Bindings to 'libsodium': a modern, easy-to-use software library for
    encryption, decryption, signatures, password hashing and more. Sodium uses
    curve25519, a state-of-the-art Diffie-Hellman function by Daniel Bernstein,
    which has become very popular after it was discovered that the NSA had
    backdoored Dual EC DRBG."
solrium,1.2.0,2021-05-19,R 4.2.0,CRAN,General Purpose R Interface to 'Solr',"Provides a set of functions for querying and parsing data
    from 'Solr' (<https://solr.apache.org/>) 'endpoints' (local and
    remote), including search, 'faceting', 'highlighting', 'stats', and
    'more like this'. In addition, some functionality is included for
    creating, deleting, and updating documents in a 'Solr' 'database'."
sourcetools,0.1.7,2018-04-25,R 4.2.0,CRAN,"Tools for Reading, Tokenizing and Parsing R Code","Tools for the reading and tokenization of R code. The
    'sourcetools' package provides both an R and C++ interface for the tokenization
    of R code, and helpers for interacting with the tokenized representation of R
    code."
sp,1.4-7,2022-04-20,R 4.2.0,CRAN,Classes and Methods for Spatial Data,"Classes and methods for spatial
  data; the classes document where the spatial location information
  resides, for 2D or 3D data. Utility functions are provided, e.g. for
  plotting data as maps, spatial selection, as well as methods for
  retrieving coordinates, for subsetting, print, summary, etc."
spam,2.8-0,2022-01-06,R 4.2.0,CRAN,SPArse Matrix,"Set of functions for sparse matrix algebra.
    Differences with other sparse matrix packages are:
    (1) we only support (essentially) one sparse matrix format,
    (2) based on transparent and simple structure(s),
    (3) tailored for MCMC calculations within G(M)RF.
    (4) and it is fast and scalable (with the extension package spam64).
    Documentation about 'spam' is provided by vignettes included in this package, see also Furrer and Sain (2010) <doi:10.18637/jss.v036.i10>; see 'citation(""spam"")' for details."
SparseM,1.81,2021-02-18,R 4.2.0,CRAN,Sparse Linear Algebra,"Some basic linear algebra functionality for sparse matrices is
  provided:  including Cholesky decomposition and backsolving as well as 
  standard R subsetting and Kronecker products."
spatial,7.3-15,2022-01-16,R 4.2.0,CRAN,Functions for Kriging and Point Pattern Analysis,Functions for kriging and point pattern analysis.
spatialwidget,0.2.3,2020-08-31,R 4.2.0,CRAN,Formats Spatial Data for Use in Htmlwidgets,"Many packages use 'htmlwidgets' <https://CRAN.R-project.org/package=htmlwidgets>
    for interactive plotting of spatial data.
    This package provides functions for converting R objects, such as simple features, 
    into structures suitable for use in 'htmlwidgets' mapping libraries. "
spData,2.0.1,2021-10-14,R 4.2.0,CRAN,Datasets for Spatial Analysis,"Diverse spatial datasets for demonstrating, benchmarking and teaching spatial data analysis. 
    It includes R data of class sf (defined by the package 'sf'), Spatial ('sp'), and nb ('spdep').
    Unlike other spatial data packages such as 'rnaturalearth' and 'maps', 
    it also contains data stored in a range of file formats including GeoJSON, ESRI Shapefile and GeoPackage. 
    Some of the datasets are designed to illustrate specific analysis techniques.
    cycle_hire() and cycle_hire_osm(), for example, is designed to illustrate point pattern analysis techniques."
spdep,1.2-4,2022-04-18,R 4.2.0,CRAN,"Spatial Dependence: Weighting Schemes, Statistics","A collection of functions to create spatial weights matrix
  objects from polygon 'contiguities', from point patterns by distance and
  tessellations, for summarizing these objects, and for permitting their
  use in spatial data analysis, including regional aggregation by minimum
  spanning tree; a collection of tests for spatial 'autocorrelation',
  including global 'Morans I' and 'Gearys C' proposed by 'Cliff' and 'Ord'
  (1973, ISBN: 0850860369) and (1981, ISBN: 0850860814), 'Hubert/Mantel'
  general cross product statistic, Empirical Bayes estimates and
  'Assunção/Reis' (1999) <doi:10.1002/(SICI)1097-0258(19990830)18:16%3C2147::AID-SIM179%3E3.0.CO;2-I> Index, 'Getis/Ord' G ('Getis' and 'Ord' 1992)
  <doi:10.1111/j.1538-4632.1992.tb00261.x> and multicoloured
  join count statistics, 'APLE' ('Li 'et al.' )
  <doi:10.1111/j.1538-4632.2007.00708.x>, local 'Moran's I', 'Gearys C' 
  ('Anselin' 1995) <doi:10.1111/j.1538-4632.1995.tb00338.x> and
  'Getis/Ord' G ('Ord' and 'Getis' 1995)
  <doi:10.1111/j.1538-4632.1995.tb00912.x>,
  'saddlepoint' approximations ('Tiefelsdorf' 2002)
  <doi:10.1111/j.1538-4632.2002.tb01084.x> and exact tests
  for global and local 'Moran's I' ('Bivand et al.' 2009)
  <doi:10.1016/j.csda.2008.07.021> and 'LOSH' local indicators
  of spatial heteroscedasticity ('Ord' and 'Getis')
  <doi:10.1007/s00168-011-0492-y>. The implementation of most of
  the measures is described in 'Bivand' and 'Wong' (2018)
  <doi:10.1007/s11749-018-0599-x>, with further extensions in 'Bivand' (2022)
  <doi:10.1111/gean.12319>.
  From 'spdep' and 'spatialreg' versions >= 1.2-1, the model fitting functions
  previously present in this package are defunct in 'spdep' and may be found
  in 'spatialreg'."
sqldf,0.4-11,2017-06-28,R 4.2.0,CRAN,Manipulate R Data Frames Using SQL,"The sqldf() function is typically passed a single argument which 
	is an SQL select statement where the table names are ordinary R data 
	frame names.  sqldf() transparently sets up a database, imports the 
	data frames into that database, performs the SQL select or other
	statement and returns the result using a heuristic to determine which 
	class to assign to each column of the returned data frame.  The sqldf() 
	or read.csv.sql() functions can also be used to read filtered files 
	into R even if the original files are larger than R itself can handle.
	'RSQLite', 'RH2', 'RMySQL' and 'RPostgreSQL' backends are supported."
SQUAREM,2021.1,2021-01-13,R 4.2.0,CRAN,"Squared Extrapolation Methods for Accelerating EM-Like Monotone
Algorithms","Algorithms for accelerating the convergence of slow,
        monotone sequences from smooth, contraction mapping such as the
        EM algorithm. It can be used to accelerate any smooth, linearly
        convergent acceleration scheme.  A tutorial style introduction
        to this package is available in a vignette on the CRAN download
        page or, when the package is loaded in an R session, with
        vignette(""SQUAREM""). Refer to the J Stat Software article: <doi:10.18637/jss.v092.i07>. "
srvyr,1.1.1,2022-02-20,R 4.2.0,CRAN,'dplyr'-Like Syntax for Summary Statistics of Survey Data,"Use piping, verbs like 'group_by' and 'summarize', and other
    'dplyr' inspired syntactic style when calculating summary statistics on survey
    data using functions from the 'survey' package."
ssh,0.8.0,2021-05-03,R 4.2.0,CRAN,Secure Shell (SSH) Client for R,"Connect to a remote server over SSH to transfer files via SCP, 
    setup a secure tunnel, or run a command or script on the host while 
    streaming stdout and stderr directly to the client."
StanHeaders,2.21.0-7,2020-12-17,R 4.2.0,CRAN,C++ Header Files for Stan,"The C++ header files of the Stan project are provided by this package, but it contains little R code or documentation. The main reference is the vignette. There is a shared object containing part of the 'CVODES' library, but its functionality is not accessible from R. 'StanHeaders' is primarily useful for developers who want to utilize the 'LinkingTo' directive of their package's DESCRIPTION file to build on the Stan library without incurring unnecessary dependencies. The Stan project develops a probabilistic programming language that implements full or approximate Bayesian statistical inference via Markov Chain Monte Carlo or 'variational' methods and implements (optionally penalized) maximum likelihood estimation via optimization. The Stan library includes an advanced automatic differentiation scheme, 'templated' statistical and linear algebra functions that can handle the automatically 'differentiable' scalar types (and doubles, 'ints', etc.), and a parser for the Stan language. The 'rstan' package provides user-facing R functions to parse, compile, test, estimate, and analyze Stan models."
stargazer,5.2.3,2022-03-04,R 4.2.0,CRAN,Well-Formatted Regression and Summary Statistics Tables,"Produces LaTeX code, HTML/CSS code and ASCII text for well-formatted tables that hold 
    regression analysis results from several models side-by-side, as well as summary
    statistics."
statmod,1.4.36,2021-05-10,R 4.2.0,CRAN,Statistical Modeling,"A collection of algorithms and functions to aid statistical modeling. Includes limiting dilution analysis (aka ELDA), growth curve comparisons, mixed linear models, heteroscedastic regression, inverse-Gaussian probability calculations, Gauss quadrature and a secure convergence algorithm for nonlinear models. Also includes advanced generalized linear model functions including Tweedie and Digamma distributional families and a secure convergence algorithm."
statnet.common,4.5.0,2021-06-05,R 4.2.0,CRAN,"Common R Scripts and Utilities Used by the Statnet Project
Software",Non-statistical utilities used by the software developed by the Statnet Project. They may also be of use to others.
statsr,0.3.0,2021-01-22,R 4.2.0,CRAN,"Companion Software for the Coursera Statistics with R
Specialization","Data and functions to support Bayesian and frequentist inference and decision making 
            for the Coursera Specialization ""Statistics with R"".
            See <https://github.com/StatsWithR/statsr> for more information."
stepPlr,0.93,2018-01-28,R 4.2.0,CRAN,"L2 Penalized Logistic Regression with Stepwise Variable
Selection","L2 penalized logistic regression for both continuous and discrete predictors, with forward stagewise/forward stepwise variable selection procedure."
stopwords,2.3,2021-10-28,R 4.2.0,CRAN,Multilingual Stopword Lists,"Provides multiple sources of stopwords, for use in text analysis and natural language processing."
storr,1.2.5,2020-12-01,R 4.2.0,CRAN,Simple Key Value Stores,"Creates and manages simple key-value stores.  These can
    use a variety of approaches for storing the data.  This package
    implements the base methods and support for file system, in-memory
    and DBI-based database stores."
stratamatch,0.1.9,2022-03-31,R 4.2.0,CRAN,Stratification and Matching for Large Observational Data Sets,"A pilot matching design to automatically 
    stratify and match large datasets.  The manual_stratify() function allows
    users to manually stratify a dataset based on categorical variables of 
    interest, while the auto_stratify() function does automatically by
    allocating a held-aside (pilot) data set, fitting a prognostic score  
    (see Hansen (2008) <doi:10.1093/biomet/asn004>) on the pilot set, and stratifying the data set based
    on prognostic score quantiles.  The strata_match() function then does optimal
    matching of the data set in parallel within strata."
stringdist,0.9.8,2021-09-09,R 4.2.0,CRAN,"Approximate String Matching, Fuzzy Text Search, and String
Distance Functions","Implements an approximate string matching version of R's native
    'match' function. Also offers fuzzy text search based on various string
     distance measures. Can calculate various string distances based on edits
    (Damerau-Levenshtein, Hamming, Levenshtein, optimal sting alignment), qgrams (q-
    gram, cosine, jaccard distance) or heuristic metrics (Jaro, Jaro-Winkler). An
    implementation of soundex is provided as well. Distances can be computed between
    character vectors while taking proper care of encoding or between integer
    vectors representing generic sequences. This package is built for speed and
    runs in parallel by using 'openMP'. An API for C or C++ is exposed as well.
    Reference: MPJ van der Loo (2014) <doi:10.32614/RJ-2014-011>."
stringi,1.7.6,2021-11-29,R 4.2.0,CRAN,Character String Processing Facilities,"A collection of character string/text/natural language
    processing tools for pattern searching (e.g., with 'Java'-like regular
    expressions or the 'Unicode' collation algorithm), random string generation,
    case mapping, string transliteration, concatenation, sorting, padding,
    wrapping, Unicode normalisation, date-time formatting and parsing,
    and many more. They are fast, consistent, convenient, and -
    thanks to 'ICU' (International Components for Unicode) -
    portable across all locales and platforms."
stringr,1.4.0,2019-02-10,R 4.2.0,CRAN,"Simple, Consistent Wrappers for Common String Operations","A consistent, simple and easy to use set of
    wrappers around the fantastic 'stringi' package. All function and
    argument names (and positions) are consistent, all functions deal with
    ""NA""'s and zero length vectors in the same way, and the output from
    one function is easy to feed into the input of another."
strucchange,1.5-2,2019-10-12,R 4.2.0,CRAN,"Testing, Monitoring, and Dating Structural Changes","Testing, monitoring and dating structural changes in (linear)
             regression models. strucchange features tests/methods from
	     the generalized fluctuation test framework as well as from
	     the F test (Chow test) framework. This includes methods to
	     fit, plot and test fluctuation processes (e.g., CUSUM, MOSUM,
	     recursive/moving estimates) and F statistics, respectively.
             It is possible to monitor incoming data online using
             fluctuation processes.
             Finally, the breakpoints in regression models with structural
             changes can be estimated together with confidence intervals.
             Emphasis is always given to methods for visualizing the data."
summarytools,1.0.0,2021-07-28,R 4.2.0,CRAN,Tools to Quickly and Neatly Summarize Data,"Data frame summaries, cross-tabulations,
  weight-enabled frequency tables and common descriptive
  (univariate) statistics in concise tables available in a
  variety of formats (plain ASCII, Markdown and HTML). A good 
  point-of-entry for exploring data, both for experienced
  and new R users."
SuperLearner,2.0-28,2021-05-10,R 4.2.0,CRAN,Super Learner Prediction,"Implements the super learner prediction method and contains a
    library of prediction algorithms to be used in the super learner."
survey,4.1-1,2021-07-19,R 4.2.0,CRAN,Analysis of Complex Survey Samples,"Summary statistics, two-sample tests, rank tests, generalised linear models, cumulative link models, Cox models, loglinear models, and general maximum pseudolikelihood estimation for multistage stratified, cluster-sampled, unequally weighted survey samples. Variances by Taylor series linearisation or replicate weights. Post-stratification, calibration, and raking. Two-phase subsampling designs. Graphics. PPS sampling without replacement. "
survival,3.3-1,2022-03-03,R 4.2.0,CRAN,Survival Analysis,"Contains the core survival analysis routines, including
	     definition of Surv objects, 
	     Kaplan-Meier and Aalen-Johansen (multi-state) curves, Cox models,
	     and parametric accelerated failure time models."
survminer,0.4.9,2021-03-09,R 4.2.0,CRAN,Drawing Survival Curves using 'ggplot2',"Contains the function 'ggsurvplot()' for drawing easily beautiful
    and 'ready-to-publish' survival curves with the 'number at risk' table
    and 'censoring count plot'. Other functions are also available to plot 
    adjusted curves for `Cox` model and to visually examine 'Cox' model assumptions."
survMisc,0.5.6,2022-04-07,R 4.2.0,CRAN,Miscellaneous Functions for Survival Data,"A collection of functions to help in the analysis of
    right-censored survival data. These extend the methods available in
    package:survival."
svd,0.5.1,2022-03-28,R 4.2.0,CRAN,Interfaces to Various State-of-Art SVD and Eigensolvers,"R bindings to SVD and eigensolvers (PROPACK, nuTRLan)."
svglite,2.1.0,2022-02-03,R 4.2.0,CRAN,An 'SVG' Graphics Device,"A graphics device for R that produces 'Scalable Vector Graphics'.
  'svglite' is a fork of the older 'RSvgDevice' package."
svUnit,1.0.6,2021-04-19,R 4.2.0,CRAN,"'SciViews' - Unit, Integration and System Testing",A complete unit test system and functions to implement its GUI part.
sys,3.4,2020-07-23,R 4.2.0,CRAN,Powerful and Reliable Tools for Running System Commands in R,"Drop-in replacements for the base system2() function with fine control
    and consistent behavior across platforms. Supports clean interruption, timeout, 
    background tasks, and streaming STDIN / STDOUT / STDERR over binary or text 
    connections. Arguments on Windows automatically get encoded and quoted to work 
    on different locales."
sysfonts,0.8.8,2022-03-13,R 4.2.0,CRAN,Loading Fonts into R,"Loading system fonts and Google Fonts
    <https://fonts.google.com/> into R, in order to
    support other packages such as 'R2SWF' and 'showtext'."
systemfonts,1.0.4,2022-02-11,R 4.2.0,CRAN,System Native Font Finding,"Provides system native access to the font catalogue. As font
    handling varies between systems it is difficult to correctly locate 
    installed fonts across different operating systems. The 'systemfonts' 
    package provides bindings to the native libraries on Windows, macOS and 
    Linux for finding font files that can then be used further by e.g. graphic
    devices. The main use is intended to be from compiled code but 'systemfonts'
    also provides access from R."
tableone,0.13.2,2022-04-15,R 4.2.0,CRAN,"Create 'Table 1' to Describe Baseline Characteristics with or
without Propensity Score Weights","Creates 'Table 1', i.e., description of baseline patient
    characteristics, which is essential in every medical research.
    Supports both continuous and categorical variables, as well as
    p-values and standardized mean differences. Weighted data are
    supported via the 'survey' package."
tensorA,0.36.2,2020-11-19,R 4.2.0,CRAN,Advanced Tensor Arithmetic with Named Indices,"Provides convenience functions for advanced
        linear algebra with tensors and computation with data sets of
        tensors on a higher level abstraction. It includes Einstein and
        Riemann summing conventions, dragging, co- and contravariate
        indices, parallel computations on sequences of tensors."
tensorflow,2.8.0,2022-02-09,R 4.2.0,CRAN,R Interface to 'TensorFlow',"Interface to 'TensorFlow' <https://www.tensorflow.org/>,
  an open source software library for numerical computation using data
  flow graphs. Nodes in the graph represent mathematical operations,
  while the graph edges represent the multidimensional data arrays
  (tensors) communicated between them. The flexible architecture allows
  you to deploy computation to one or more 'CPUs' or 'GPUs' in a desktop,
  server, or mobile device with a single 'API'. 'TensorFlow' was originally
  developed by researchers and engineers working on the Google Brain Team
  within Google's Machine Intelligence research organization for the
  purposes of conducting machine learning and deep neural networks research,
  but the system is general enough to be applicable in a wide variety
  of other domains as well."
terra,1.5-21,2022-02-17,R 4.2.0,CRAN,Spatial Data Analysis,"Methods for spatial data analysis with raster and vector data. Raster methods allow for low-level data manipulation as well as high-level global, local, zonal, and focal computation. The predict and interpolate methods facilitate the use of regression type (interpolation, machine learning) models for spatial prediction, including with satellite remote sensing data. Processing of very large files is supported. See the manual and tutorials on <https://rspatial.org/terra/> to get started. 'terra' is very similar to the 'raster' package; but 'terra' can do more, is easier to use, and it is faster."
testthat,3.1.4,2022-04-26,R 4.2.0,CRAN,Unit Testing for R,"Software testing is important, but, in part because it is
    frustrating and boring, many of us avoid it. 'testthat' is a testing
    framework for R that is easy to learn and use, and integrates with
    your existing 'workflow'."
texreg,1.38.6,2022-04-06,R 4.2.0,CRAN,Conversion of R Regression Output to LaTeX or HTML Tables,"Converts coefficients, standard errors, significance stars, and goodness-of-fit statistics of statistical models into LaTeX tables or HTML tables/MS Word documents or to nicely formatted screen output for the R console for easy model comparison. A list of several models can be combined in a single table. The output is highly customizable. New model types can be easily implemented. Details can be found in Leifeld (2013), JStatSoft <doi:10.18637/jss.v055.i08>. (If the Zelig package, which this package enhances, cannot be found on CRAN, you can find it at <https://github.com/IQSS/Zelig>. If the mnlogit package, which this package enhances, cannot be found on CRAN, you can find an old version in the CRAN Archive at <https://cran.r-project.org/src/contrib/Archive/mnlogit/>.)"
textshaping,0.3.6,2021-10-13,R 4.2.0,CRAN,"Bindings to the 'HarfBuzz' and 'Fribidi' Libraries for Text
Shaping","Provides access to the text shaping functionality in the 'HarfBuzz'
    library and the bidirectional algorithm in the 'Fribidi' library. 
    'textshaping' is a low-level utility package mainly for graphic devices that 
    expands upon the font tool-set provided by the 'systemfonts' package."
tfautograph,0.3.2,2021-09-17,R 4.2.0,CRAN,Autograph R for 'Tensorflow',Translate R control flow expressions into 'Tensorflow' graphs.
tfruns,1.5.0,2021-02-26,R 4.2.0,CRAN,Training Run Tools for 'TensorFlow',"Create and manage unique directories for each 'TensorFlow' 
  training run. Provides a unique, time stamped directory for each run
  along with functions to retrieve the directory of the latest run or 
  latest several runs. "
TH.data,1.1-1,2022-04-26,R 4.2.0,CRAN,TH's Data Archive,"Contains data sets used in other packages Torsten Hothorn
  maintains."
threejs,0.3.3,2020-01-21,R 4.2.0,CRAN,"Interactive 3D Scatter Plots, Networks and Globes","Create interactive 3D scatter plots, network plots, and
    globes using the 'three.js' visualization library (<https://threejs.org>)."
tibble,3.1.6,2021-11-07,R 4.2.0,CRAN,Simple Data Frames,"Provides a 'tbl_df' class (the 'tibble') with stricter checking and better formatting than the traditional
    data frame."
tictoc,1.0.1,2021-04-19,R 4.2.0,CRAN,"Functions for Timing R Scripts, as Well as Implementations of
Stack and List Structures","Provides the timing functions 'tic' and 'toc' that
    can be nested. One can record all timings while a complex script is
    running, and examine the values later. It is also possible to instrument
    the timing calls with custom callbacks. In addition, this package provides
    class 'Stack', implemented as a vector, and class 'List', implemented as a
    list, both of which support operations 'push', 'pop', 'first', 'last' and
    'clear'."
tidybayes,3.0.2,2022-01-05,R 4.2.0,CRAN,Tidy Data and 'Geoms' for Bayesian Models,"Compose data for and extract, manipulate, and visualize posterior draws from Bayesian models
    ('JAGS', 'Stan', 'rstanarm', 'brms', 'MCMCglmm', 'coda', ...) in a tidy data format. Functions are provided
    to help extract tidy data frames of draws from Bayesian models and that generate point
    summaries and intervals in a tidy format. In addition, 'ggplot2' 'geoms' and 'stats' are provided for
    common visualization primitives like points with multiple uncertainty intervals, eye plots (intervals plus
    densities), and fit curves with multiple, arbitrary uncertainty bands."
tidycensus,1.2.1,2022-04-21,R 4.2.0,CRAN,"Load US Census Boundary and Attribute Data as 'tidyverse' and
'sf'-Ready Data Frames","An integrated R interface to several United States Census Bureau 
    APIs (<https://www.census.gov/data/developers/data-sets.html>) and the US Census Bureau's 
    geographic boundary files. Allows R users to return Census and ACS data as 
    tidyverse-ready data frames, and optionally returns a list-column with feature geometry for mapping 
    and spatial analysis. "
tidygeocoder,1.0.5,2021-11-02,R 4.2.0,CRAN,Geocoding Made Easy,An intuitive interface for getting data from geocoding services. 
tidygraph,1.2.1,2022-04-05,R 4.2.0,CRAN,A Tidy API for Graph Manipulation,"A graph, while not ""tidy"" in itself, can be thought of as two tidy
    data frames describing node and edge data respectively. 'tidygraph'
    provides an approach to manipulate these two virtual data frames using the
    API defined in the 'dplyr' package, as well as provides tidy interfaces to 
    a lot of common graph algorithms."
tidyjson,0.3.1,2020-05-31,R 4.2.0,CRAN,Tidy Complex 'JSON',Turn complex 'JSON' data into tidy data frames.
tidymodels,0.2.0,2022-03-19,R 4.2.0,CRAN,Easily Install and Load the 'Tidymodels' Packages,"The tidy modeling ""verse"" is a collection of packages for
    modeling and statistical analysis that share the underlying design
    philosophy, grammar, and data structures of the tidyverse."
tidyposterior,0.1.0,2021-03-25,R 4.2.0,CRAN,Bayesian Analysis to Compare Models using Resampling Statistics,"Bayesian analysis used here to answer the question: ""when looking at resampling results, are the differences between models 'real'?"" To answer this, a model can be created were the performance statistic is the resampling statistics (e.g. accuracy or RMSE). These values are explained by the model types. In doing this, we can get parameter estimates for each model's affect on performance and make statistical (and practical) comparisons between models. The methods included here are similar to Benavoli et al (2017) <https://jmlr.org/papers/v18/16-305.html>."
tidypredict,0.4.8,2020-10-28,R 4.2.0,CRAN,Run Predictions Inside the Database,"It parses a fitted 'R' model object, and returns a formula
    in 'Tidy Eval' code that calculates the predictions.
    It works with several databases back-ends because it leverages 'dplyr'
    and 'dbplyr' for the final 'SQL' translation of the algorithm. It currently
    supports lm(), glm(), randomForest(), ranger(), earth(), xgb.Booster.complete(),
    cubist(), and ctree() models. "
tidyr,1.2.0,2022-02-01,R 4.2.0,CRAN,Tidy Messy Data,"Tools to help to create tidy data, where each column is a
    variable, each row is an observation, and each cell contains a single
    value.  'tidyr' contains tools for changing the shape (pivoting) and
    hierarchy (nesting and 'unnesting') of a dataset, turning deeply
    nested lists into rectangular data frames ('rectangling'), and
    extracting values out of string columns. It also includes tools for
    working with missing values (both implicit and explicit)."
tidyselect,1.1.2,2022-02-21,R 4.2.0,CRAN,Select from a Set of Strings,"A backend for the selecting functions of the 'tidyverse'.
    It makes it easy to implement select-like functions in your own
    packages in a way that is consistent with other 'tidyverse'
    interfaces for selection."
tidytext,0.3.2,2021-09-30,R 4.2.0,CRAN,"Text Mining using 'dplyr', 'ggplot2', and Other Tidy Tools","Using tidy data principles can make many text mining tasks
    easier, more effective, and consistent with tools already in wide use.
    Much of the infrastructure needed for text mining with tidy data
    frames already exists in packages like 'dplyr', 'broom', 'tidyr', and
    'ggplot2'. In this package, we provide functions and supporting data
    sets to allow conversion of text to and from tidy formats, and to
    switch seamlessly between tidy tools and existing text mining
    packages."
tidyverse,1.3.1,2021-04-15,R 4.2.0,CRAN,Easily Install and Load the 'Tidyverse',"The 'tidyverse' is a set of packages that work in harmony
    because they share common data representations and 'API' design. This
    package is designed to make it easy to install and load multiple
    'tidyverse' packages in a single step. Learn more about the
    'tidyverse' at <https://www.tidyverse.org>."
tigerstats,0.3.2,2020-06-15,R 4.2.0,CRAN,R Functions for Elementary Statistics,"A collection of data sets and functions that are useful in the
    teaching of statistics at an elementary level to students who may have
    little or no previous experience with the command line.  The functions for
    elementary inferential procedures follow a uniform interface for user
    input.  Some of the functions are instructional applets that can only be
    run on the R Studio integrated development environment with package
    'manipulate' installed.  Other instructional applets are Shiny apps
    that may be run locally. In teaching the package is used alongside of
    package 'mosaic', 'mosaicData' and 'abd', which are therefore listed as
    dependencies."
tigris,1.6,2022-02-22,R 4.2.0,CRAN,Load Census TIGER/Line Shapefiles,"Download TIGER/Line shapefiles from the United States Census Bureau 
    (<https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html>) 
    and load into R as 'sf' objects."
timeDate,3043.102,2018-02-21,R 4.2.0,CRAN,Rmetrics - Chronological and Calendar Objects,"The 'timeDate' class fulfils the conventions of the ISO 8601 
	standard as well as of the ANSI C and POSIX standards. Beyond
	these standards it provides the ""Financial Center"" concept
	which allows to handle data records collected in different time 
	zones and mix them up to have always the proper time stamps with 
	respect to your personal financial center, or alternatively to the GMT
	reference time. It can thus also handle time stamps from historical 
	data records from the same time zone, even if the financial 
	centers changed day light saving times at different calendar
	dates."
